date,creator_tag,Spend,Campaign Name,Adset Name,Ad Name,ROAS,CTR,Hook Rate,Website Purchase,CPM,Frequency,Impressions,Thruplays,Video avg play time,Hold Rate
2026-02-26,Plyska,£0.18,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,30.00%,0,£18.00,1,10,1,5,12.50%
2026-02-27,Plyska,£0.01,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H2 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,1,0.00%
2026-02-27,Plyska,£0.06,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H4 - Copy,0,0.00%,50.00%,0,£30.00,1,2,0,3,0.00%
2026-02-27,Plyska,£0.58,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H6 - Copy,0,0.00%,40.00%,0,£23.20,1.09,25,1,3,4.17%
2026-02-27,Plyska,£0.02,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H3 - Copy,0,0.00%,0.00%,0,£5.00,1,4,0,1,0.00%
2026-02-27,Plyska,£0.13,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H1 - Copy,0,0.00%,50.00%,0,£32.50,1,4,0,4,0.00%
2026-02-27,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H4 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,0,
2026-02-27,Plyska,£0.43,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,25.00%,0,£11.94,1.03,36,2,4,5.71%
2026-02-27,Plyska,£0.43,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H3 - Copy,0,0.00%,25.00%,0,£15.36,1.08,28,0,3,0.00%
2026-02-27,Plyska,£0.11,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H5 - Copy,0,0.00%,14.29%,0,£15.71,1.17,7,0,4,0.00%
2026-02-27,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H1 - Copy,0,0.00%,100.00%,0,£0.00,1,1,0,3,0.00%
2026-02-27,Plyska,£0.16,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H6 - Copy,0,0.00%,30.00%,0,£16.00,1.11,10,0,2,0.00%
2026-02-27,Plyska,£2.59,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.54%,28.11%,0,£14.00,1.05,185,11,4,6.63%
2026-02-27,Plyska,£0.07,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,40.00%,0,£7.00,1,10,2,8,25.00%
2026-02-27,Plyska,£0.35,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,37.50%,0,£14.58,1,24,1,4,5.26%
2026-02-27,Plyska,£0.71,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,0,2.50%,45.00%,0,£17.75,1,40,6,7,16.22%
2026-02-27,Plyska,£2.69,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.57%,33.33%,0,£15.46,1.04,174,12,5,8.00%
2026-02-27,Plyska,£0.03,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,0.00%,0,£30.00,1,1,0,1,0.00%
2026-02-28,Plyska,£0.02,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,25.00%,0,£5.00,1,4,0,1,0.00%
2026-02-28,Plyska,£0.10,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,30.77%,0,£7.69,1,13,0,2,0.00%
2026-02-28,Plyska,£0.05,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.00%,0.00%,1,£8.33,1,6,0,1,0.00%
2026-02-28,Plyska,£0.09,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,37.50%,0,£11.25,1,8,2,7,25.00%
2026-02-28,Plyska,£0.00,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,0,
2026-02-28,Plyska,£1.03,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,25.97%,0,£13.38,1.04,77,7,5,10.29%
2026-03-01,Plyska,£0.25,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,23.81%,0,£11.90,1.11,21,1,3,5.00%
2026-03-01,Plyska,£0.08,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,187.38,0.00%,0.00%,1,£13.33,1,6,0,1,0.00%
2026-03-01,Plyska,£0.02,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,0.00%,0,£6.67,1,3,0,1,0.00%
2026-03-01,Plyska,£0.11,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.00%,66.67%,0,£18.33,1,6,0,3,0.00%
2026-03-01,Plyska,£0.03,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H5 - Copy,0,0.00%,0.00%,0,£15.00,1,2,0,2,0.00%
2026-03-01,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H6 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,4,0.00%
2026-03-01,Plyska,£0.07,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,14.29%,42.86%,0,£10.00,1,7,0,5,0.00%
2026-03-02,Plyska,£0.52,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,40.74%,0,£19.26,1.04,27,4,8,16.00%
2026-03-02,Plyska,£0.02,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,0,0.00%,50.00%,0,£10.00,1,2,0,4,0.00%
2026-03-02,Plyska,£0.01,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,1,0.00%
2026-03-02,Plyska,£0.12,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,40.00%,0,£24.00,1,5,0,3,0.00%
2026-03-03,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,1,0.00%
2026-03-03,Plyska,£0.01,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,50.00%,0,£5.00,1,2,0,4,0.00%
2026-03-03,Plyska,£0.40,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,2.78%,30.56%,0,£11.11,1,36,1,3,2.94%
2026-03-04,Plyska,£0.27,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,42.86%,0,£19.29,1,14,3,10,23.08%
2026-03-04,Plyska,£0.01,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,1,0.00%
2026-03-04,Plyska,£0.00,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H5 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,1,0.00%
2026-03-05,Plyska,£0.57,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,28.95%,0,£15.00,1,38,1,3,2.86%
2026-03-05,Plyska,£0.05,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,20.00%,0,£10.00,1.25,5,0,3,0.00%
2026-03-05,Plyska,£0.00,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,100.00%,0,£0.00,1,1,0,4,0.00%
2026-03-05,Plyska,£0.06,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,100.00%,0,£30.00,1,2,0,4,0.00%
2026-03-06,Plyska,£5.30,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H2 - Copy,0,1.40%,24.58%,0,£14.80,1.08,358,7,3,2.24%
2026-03-06,Plyska,£0.20,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H5 - Copy,0,0.00%,20.00%,0,£13.33,1,15,0,2,0.00%
2026-03-06,Plyska,£0.79,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H1 - Copy,0,0.00%,26.15%,0,£12.15,1.07,65,3,3,5.17%
2026-03-06,Plyska,£3.16,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H4 - Copy,0,0.49%,21.08%,0,£15.49,1.04,204,5,3,3.11%
2026-03-06,Plyska,£0.30,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H3 - Copy,0,0.00%,14.29%,0,£14.29,1.11,21,0,3,0.00%
2026-03-06,Plyska,£0.32,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H5 - Copy,0,0.00%,17.50%,0,£8.00,1,40,1,5,2.63%
2026-03-06,Plyska,£0.04,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H4 - Copy,0,0.00%,0.00%,0,£3.33,1,12,0,1,0.00%
2026-03-06,Plyska,£0.02,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H3 - Copy,0,0.00%,0.00%,0,£20.00,1,1,0,1,0.00%
2026-03-06,Plyska,£0.81,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H2 - Copy,0,0.00%,37.50%,0,£10.12,1.03,80,4,4,6.25%
2026-03-06,Plyska,£0.06,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H3 - Copy,0,0.00%,75.00%,0,£15.00,1,4,0,8,0.00%
2026-03-06,Plyska,£0.03,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,0.00%,0,£6.00,1,5,0,1,0.00%
2026-03-06,Plyska,£0.17,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,33.33%,0,£14.17,1,12,1,4,10.00%
2026-03-06,Plyska,£0.00,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H1 - Copy,0,0.00%,50.00%,0,£0.00,1,4,0,4,0.00%
2026-03-07,Plyska,£10.39,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H2 - Copy,0,0.44%,25.29%,0,£15.28,1.08,680,19,3,3.37%
2026-03-07,Plyska,£0.61,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H5 - Copy,0,0.00%,17.39%,0,£26.52,1.15,23,1,3,4.76%
2026-03-07,Plyska,£0.80,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H1 - Copy,0,0.00%,26.47%,0,£11.76,1.03,68,3,3,4.84%
2026-03-07,Plyska,£1.64,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H4 - Copy,0,0.00%,24.30%,0,£15.33,1.07,107,4,3,4.30%
2026-03-07,Plyska,£0.37,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H3 - Copy,0,0.00%,23.53%,0,£10.88,1.17,34,1,3,3.33%
2026-03-07,Plyska,£0.86,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H5 - Copy,0,2.50%,28.75%,0,£10.75,1.03,80,3,3,4.11%
2026-03-07,Plyska,£0.02,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H4 - Copy,0,0.00%,16.67%,0,£3.33,1,6,0,3,0.00%
2026-03-07,Plyska,£0.80,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H2 - Copy,0,0.00%,29.73%,0,£10.81,1.04,74,1,3,1.67%
2026-03-07,Plyska,£0.24,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H3 - Copy,0,0.00%,21.05%,0,£12.63,1,19,1,3,6.25%
2026-03-07,Plyska,£0.05,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,0,0.00%,100.00%,0,£25.00,1,2,0,8,0.00%
2026-03-07,Plyska,£0.16,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,33.33%,0,£17.78,1,9,0,3,0.00%
2026-03-07,Plyska,£0.08,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H1 - Copy,0,0.00%,42.86%,0,£5.71,1.17,14,1,6,7.69%
2026-03-08,Plyska,£0.18,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H5 - Copy,0,0.00%,0.00%,0,£20.00,1,9,0,1,0.00%
2026-03-08,Plyska,£0.24,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H4 - Copy,0,0.00%,16.67%,0,£10.00,1.04,24,0,2,0.00%
2026-03-08,Plyska,£0.08,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H3 - Copy,0,0.00%,33.33%,0,£26.67,1,3,0,3,0.00%
2026-03-08,Plyska,£0.02,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H1 - Copy,0,0.00%,33.33%,0,£6.67,1,3,1,6,33.33%
2026-03-08,Plyska,£0.17,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H1 - Copy,0,0.00%,14.29%,0,£12.14,1.17,14,0,2,0.00%
2026-03-08,Plyska,£0.01,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H3 - Copy,0,0.00%,33.33%,0,£3.33,1,3,0,4,0.00%
2026-03-08,Plyska,£0.01,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,1,0.00%
2026-03-08,Plyska,£0.01,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,2,0.00%
2026-03-08,Plyska,£0.10,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,42.86%,0,£14.29,1,7,1,13,16.67%
2026-03-08,Plyska,£0.04,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H2 - Copy,0,0.00%,16.67%,0,£6.67,1,6,1,12,25.00%
2026-03-08,Plyska,£0.89,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H2 - Copy,0,5.08%,32.20%,0,£15.08,1,59,3,5,6.82%
